;몹번호	아이템번호	아이템나올 확율(1000이 100)			
650	10196	400			
650	10193	100			
650	10194	100			
51	10521	22			
51	10542	22			
51	10563	22			
51	10710	22			
51	10731	22			
51	10752	22			
51	11424	22			
51	11487	22			
51	11613	22			
51	11739	22			
51	11865	22			
51	10398	20			
51	10399	20			
51	10401	20			
51	10402	20			
51	10403	30			
51	10409	20			
51	10410	20			
51	10415	20			
51	10416	30			
51	10419	20			
51	10424	60			
51	10425	40			
51	10426	30			
51	10427	60			
51	10428	40			
51	10429	30			
51	10431	30			
51	10196	400			
51	10193	110			
51	10194	110			
251	10521	25			
251	10542	25			
251	10563	25			
251	10710	25			
251	10731	25			
251	10752	25			
251	11424	25			
251	11487	25			
251	11613	25			
251	11739	25			
251	11865	25			
251	10398	20			
251	10399	20			
251	10401	20			
251	10402	20			
251	10403	30			
251	10409	20			
251	10410	20			
251	10415	20			
251	10416	30			
251	10419	20			
251	10424	60			
251	10425	40			
251	10426	30			
251	10427	60			
251	10428	40			
251	10429	30			
251	10431	30			
251	10196	400			
251	10193	110			
251	10194	110			
351	10521	27			
351	10542	27			
351	10563	27			
351	10710	27			
351	10731	27			
351	10752	27			
351	11424	27			
351	11487	27			
351	11613	27			
351	11739	27			
351	11865	27			
351	10398	20			
351	10399	20			
351	10401	20			
351	10402	20			
351	10403	30			
351	10409	20			
351	10410	20			
351	10415	20			
351	10416	30			
351	10419	20			
351	10424	60			
351	10425	40			
351	10426	30			
351	10427	60			
351	10428	40			
351	10429	30			
351	10431	30			
351	10196	400			
351	10193	110			
351	10194	110			
451	10521	29			
451	10542	29			
451	10563	29			
451	10710	29			
451	10731	29			
451	10752	29			
451	11424	29			
451	11487	29			
451	11613	29			
451	11739	29			
451	11865	29			
451	10398	20			
451	10399	20			
451	10401	20			
451	10402	20			
451	10403	30			
451	10409	20			
451	10410	20			
451	10415	20			
451	10416	30			
451	10419	20			
451	10424	60			
451	10425	40			
451	10426	30			
451	10427	60			
451	10428	40			
451	10429	30			
451	10431	30			
451	10196	400			
451	10193	110			
451	10194	110			
551	10521	31			
551	10542	31			
551	10563	31			
551	10710	31			
551	10731	31			
551	10752	31			
551	11424	31			
551	11487	31			
551	11613	31			
551	11739	31			
551	11865	31			
551	10398	20			
551	10399	20			
551	10401	20			
551	10402	20			
551	10403	30			
551	10409	20			
551	10410	20			
551	10415	20			
551	10416	30			
551	10419	20			
551	10424	60			
551	10425	40			
551	10426	30			
551	10427	60			
551	10428	40			
551	10429	30			
551	10431	30			
551	10196	400			
551	10193	110			
551	10194	110			
651	10521	33			
651	10542	33			
651	10563	33			
651	10710	33			
651	10731	33			
651	10752	33			
651	11424	33			
651	11487	33			
651	11613	33			
651	11739	33			
651	11865	33			
651	10398	20			
651	10399	20			
651	10401	20			
651	10402	20			
651	10403	30			
651	10409	20			
651	10410	20			
651	10415	20			
651	10416	30			
651	10419	20			
651	10424	60			
651	10425	40			
651	10426	30			
651	10427	60			
651	10428	40			
651	10429	30			
651	10431	30			
651	10196	400			
651	10193	150			
651	10194	150			
52	10836	66			
52	10857	66			
52	10878	66			
52	11277	66			
52	11340	66			
52	11529	66			
52	11781	66			
52	10398	20			
52	10399	20			
52	10401	20			
52	10402	20			
52	10403	30			
52	10409	20			
52	10410	20			
52	10415	20			
52	10416	30			
52	10419	20			
52	10424	60			
52	10425	40			
52	10426	30			
52	10427	60			
52	10428	40			
52	10429	30			
52	10431	30			
52	10196	400			
52	10193	90			
52	10194	90			
252	10836	69			
252	10857	69			
252	10878	69			
252	11277	69			
252	11340	69			
252	11529	69			
252	11781	69			
252	10398	20			
252	10399	20			
252	10401	20			
252	10402	20			
252	10403	30			
252	10409	20			
252	10410	20			
252	10415	20			
252	10416	30			
252	10419	20			
252	10424	60			
252	10425	40			
252	10426	30			
252	10427	60			
252	10428	40			
252	10429	30			
252	10431	30			
252	10196	400			
252	10193	90			
252	10194	90			
352	10836	71			
352	10857	71			
352	10878	71			
352	11277	71			
352	11340	71			
352	11529	71			
352	11781	71			
352	10398	20			
352	10399	20			
352	10401	20			
352	10402	20			
352	10403	30			
352	10409	20			
352	10410	20			
352	10415	20			
352	10416	30			
352	10419	20			
352	10424	60			
352	10425	40			
352	10426	30			
352	10427	60			
352	10428	40			
352	10429	30			
352	10431	30			
352	10196	400			
352	10193	90			
352	10194	90			
452	10836	73			
452	10857	73			
452	10878	73			
452	11277	73			
452	11340	73			
452	11529	73			
452	11781	73			
452	10398	20			
452	10399	20			
452	10401	20			
452	10402	20			
452	10403	30			
452	10409	20			
452	10410	20			
452	10415	20			
452	10416	30			
452	10419	20			
452	10424	60			
452	10425	40			
452	10426	30			
452	10427	60			
452	10428	40			
452	10429	30			
452	10431	30			
452	10196	400			
452	10193	90			
452	10194	90			
552	10836	75			
552	10857	75			
552	10878	75			
552	11277	75			
552	11340	75			
552	11529	75			
552	11781	75			
552	10398	20			
552	10399	20			
552	10401	20			
552	10402	20			
552	10403	30			
552	10409	20			
552	10410	20			
552	10415	20			
552	10416	30			
552	10419	20			
552	10424	60			
552	10425	40			
552	10426	30			
552	10427	60			
552	10428	40			
552	10429	30			
552	10431	30			
552	10196	400			
552	10193	90			
552	10194	90			
652	10836	77			
652	10857	77			
652	10878	77			
652	11277	77			
652	11340	77			
652	11529	77			
652	11781	77			
652	10398	20			
652	10399	20			
652	10401	20			
652	10402	20			
652	10403	30			
652	10409	20			
652	10410	20			
652	10415	20			
652	10416	30			
652	10419	20			
652	10424	60			
652	10425	40			
652	10426	30			
652	10427	60			
652	10428	40			
652	10429	30			
652	10431	30			
652	10196	400			
652	10193	100			
652	10194	100			
53	172	60			
53	592	60			
53	1012	40			
53	1432	40			
53	1852	40			
53	2272	60			
53	2692	60			
53	3112	40			
53	3532	40			
53	3952	40			
53	4330	60			
53	4645	60			
53	4960	60			
53	5338	60			
53	5653	60			
53	5968	60			
53	6346	60			
53	6661	60			
53	6976	60			
53	7354	60			
53	7669	60			
53	7984	60			
53	8299	60			
53	10196	300			
53	10193	50			
53	10194	50			
253	172	62			
253	592	62			
253	1012	42			
253	1432	42			
253	1852	42			
253	2272	62			
253	2692	62			
253	3112	42			
253	3532	42			
253	3952	42			
253	4330	62			
253	4645	62			
253	4960	62			
253	5338	62			
253	5653	62			
253	5968	62			
253	6346	62			
253	6661	62			
253	6976	62			
253	7354	62			
253	7669	62			
253	7984	62			
253	8299	62			
253	10196	300			
253	10193	50			
253	10194	50			
353	172	64			
353	592	64			
353	1012	44			
353	1432	44			
353	1852	44			
353	2272	64			
353	2692	64			
353	3112	44			
353	3532	44			
353	3952	44			
353	4330	64			
353	4645	64			
353	4960	64			
353	5338	64			
353	5653	64			
353	5968	64			
353	6346	64			
353	6661	64			
353	6976	64			
353	7354	64			
353	7669	64			
353	7984	64			
353	8299	64			
353	10196	300			
353	10193	50			
353	10194	50			
453	172	66			
453	592	66			
453	1012	46			
453	1432	46			
453	1852	46			
453	2272	66			
453	2692	66			
453	3112	46			
453	3532	46			
453	3952	46			
453	4330	66			
453	4645	66			
453	4960	66			
453	5338	66			
453	5653	66			
453	5968	66			
453	6346	66			
453	6661	66			
453	6976	66			
453	7354	66			
453	7669	66			
453	7984	66			
453	8299	66			
453	10196	300			
453	10193	50			
453	10194	50			
553	172	68			
553	592	68			
553	1012	48			
553	1432	48			
553	1852	48			
553	2272	68			
553	2692	68			
553	3112	48			
553	3532	48			
553	3952	48			
553	4330	68			
553	4645	68			
553	4960	68			
553	5338	68			
553	5653	68			
553	5968	68			
553	6346	68			
553	6661	68			
553	6976	68			
553	7354	68			
553	7669	68			
553	7984	68			
553	8299	68			
553	10196	300			
553	10193	50			
553	10194	50			
653	172	70			
653	592	70			
653	1012	50			
653	1432	50			
653	1852	50			
653	2272	70			
653	2692	70			
653	3112	50			
653	3532	50			
653	3952	50			
653	4330	70			
653	4645	70			
653	4960	70			
653	5338	70			
653	5653	70			
653	5968	70			
653	6346	70			
653	6661	70			
653	6976	70			
653	7354	70			
653	7669	70			
653	7984	70			
653	8299	70			
653	10196	300			
653	10193	60			
653	10194	60			
54	172	70			
54	592	70			
54	1012	50			
54	1432	50			
54	1852	50			
54	2272	70			
54	2692	70			
54	3112	50			
54	3532	50			
54	3952	50			
54	4330	70			
54	4645	70			
54	4960	70			
54	5338	70			
54	5653	70			
54	5968	70			
54	6346	70			
54	6661	70			
54	6976	70			
54	7354	70			
54	7669	70			
54	7984	70			
54	8299	70			
54	10196	300			
54	10193	60			
54	10194	60			
254	172	72			
254	592	72			
254	1012	52			
254	1432	52			
254	1852	52			
254	2272	72			
254	2692	72			
254	3112	52			
254	3532	52			
254	3952	52			
254	4330	72			
254	4645	72			
254	4960	72			
254	5338	72			
254	5653	72			
254	5968	72			
254	6346	72			
254	6661	72			
254	6976	72			
254	7354	72			
254	7669	72			
254	7984	72			
254	8299	72			
254	10196	300			
254	10193	50			
254	10194	50			
354	172	74			
354	592	74			
354	1012	54			
354	1432	54			
354	1852	54			
354	2272	74			
354	2692	74			
354	3112	54			
354	3532	54			
354	3952	54			
354	4330	74			
354	4645	74			
354	4960	74			
354	5338	74			
354	5653	74			
354	5968	74			
354	6346	74			
354	6661	74			
354	6976	74			
354	7354	74			
354	7669	74			
354	7984	74			
354	8299	74			
354	10196	300			
354	10193	50			
354	10194	50			
454	172	76			
454	592	76			
454	1012	56			
454	1432	56			
454	1852	56			
454	2272	76			
454	2692	76			
454	3112	56			
454	3532	56			
454	3952	56			
454	4330	76			
454	4645	76			
454	4960	76			
454	5338	76			
454	5653	76			
454	5968	76			
454	6346	76			
454	6661	76			
454	6976	76			
454	7354	76			
454	7669	76			
454	7984	76			
454	8299	76			
454	10196	300			
454	10193	50			
454	10194	50			
554	172	78			
554	592	78			
554	1012	58			
554	1432	58			
554	1852	58			
554	2272	78			
554	2692	78			
554	3112	58			
554	3532	58			
554	3952	58			
554	4330	78			
554	4645	78			
554	4960	78			
554	5338	78			
554	5653	78			
554	5968	78			
554	6346	78			
554	6661	78			
554	6976	78			
554	7354	78			
554	7669	78			
554	7984	78			
554	8299	78			
554	10196	300			
554	10193	50			
554	10194	50			
654	172	80			
654	592	80			
654	1012	60			
654	1432	60			
654	1852	60			
654	2272	80			
654	2692	80			
654	3112	60			
654	3532	60			
654	3952	60			
654	4330	80			
654	4645	80			
654	4960	80			
654	5338	80			
654	5653	80			
654	5968	80			
654	6346	80			
654	6661	80			
654	6976	80			
654	7354	80			
654	7669	80			
654	7984	80			
654	8299	80			
654	10196	300			
654	10193	60			
654	10194	60			
101	8553	5			
101	8889	5			
101	9183	5			
101	9435	5			
101	9771	5			
101	10065	5			
101	10190	10			
101	12165	10			
101	12186	10			
101	12207	10			
101	12354	20			
101	12375	20			
101	12396	20			
101	12543	20			
101	12564	20			
101	12585	20			
101	12732	20			
101	12753	20			
101	12774	20			
101	12879	20			
101	12942	20			
101	13005	20			
101	13068	10			
101	13131	10			
101	13194	20			
101	13257	20			
101	13320	20			
101	13383	10			
101	13446	20			
101	13509	10			
101	10196	500			
101	10193	400			
101	10194	400			
103	8554	5			
103	8890	5			
103	9184	5			
103	9436	5			
103	9772	5			
103	10066	5			
103	10190	12			
103	12165	12			
103	12186	12			
103	12207	12			
103	12354	22			
103	12375	22			
103	12396	22			
103	12543	22			
103	12564	22			
103	12585	22			
103	12732	22			
103	12753	22			
103	12774	22			
103	12879	22			
103	12942	22			
103	13005	22			
103	13068	12			
103	13131	12			
103	13194	22			
103	13257	22			
103	13320	22			
103	13383	12			
103	13446	22			
103	13509	12			
103	10196	500			
103	10193	400			
103	10194	400			
102	8555	5			
102	8891	5			
102	9185	5			
102	9437	5			
102	9773	5			
102	10067	5			
102	10190	14			
102	12165	14			
102	12186	14			
102	12207	14			
102	12354	24			
102	12375	24			
102	12396	24			
102	12543	24			
102	12564	24			
102	12585	24			
102	12732	24			
102	12753	24			
102	12774	24			
102	12879	24			
102	12942	24			
102	13005	24			
102	13068	14			
102	13131	14			
102	13194	24			
102	13257	24			
102	13320	24			
102	13383	14			
102	13446	24			
102	13509	14			
102	10196	500			
102	10193	400			
102	10194	400			
