;	아이템번호	한글이름	영문	종류	레벨	최소공격	최대공격	최소마법	최대마법	슬롯갯수	확률	착용직업	공격 범위	내구력	내구력경험치	공격속도	아이템속성	아이템성향	아이템무게	필요힘	필요지혜	필요민첩	필요카리스마	수리가격	판매가격	구입가격	힘+	지혜+	민첩+	카리스마+	체력+	마나+	물리데미지+	마법데미지+	방어력+	마법저항+	근거리	원거리	흑마법	백마법	힘-	지혜-	민첩-	카리스마-	체력-	마나-	물리데미지	마법데미지	방어력	마법저항	근거리	원거리	흑마법	백마법	남자이미지	2	3	4	5	남자스킨	여자이미지	2	3	4	5	여자스킨		
691	18	+18 청동양손검	+18 청동양손검	2	1	302	320	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1190	11898	23796	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0020_1.mod	Ws_0020_2.mod	Ws_0020_3.mod	Ws_0020.tga	Ws_0020.tga	0	Ws_0020_1.mod	Ws_0020_2.mod	Ws_0020_3.mod	Ws_0020.tga	Ws_0020.tga	0	239	0
692	19	+19 청동양손검	+19 청동양손검	2	1	344	362	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1309	13089	26178	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0020_1.mod	Ws_0020_2.mod	Ws_0020_3.mod	Ws_0020.tga	Ws_0020.tga	0	Ws_0020_1.mod	Ws_0020_2.mod	Ws_0020_3.mod	Ws_0020.tga	Ws_0020.tga	0	274	0
693	20	+20 청동양손검	+20 청동양손검	2	1	392	410	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1440	14400	28800	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0020_1.mod	Ws_0020_2.mod	Ws_0020_3.mod	Ws_0020.tga	Ws_0020.tga	0	Ws_0020_1.mod	Ws_0020_2.mod	Ws_0020_3.mod	Ws_0020.tga	Ws_0020.tga	0	314	0
694	0	황동 강화 양손검	황동 강화 양손검	2	1	18	36	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	320	3192	6384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	0	0
695	1	+1 황동 강화 양손검	+1 황동 강화 양손검	2	1	21	39	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	352	3513	7026	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	2	0
696	2	+2 황동 강화 양손검	+2 황동 강화 양손검	2	1	23	41	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	387	3867	7734	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	4	0
697	3	+3 황동 강화 양손검	+3 황동 강화 양손검	2	1	32	50	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	426	4254	8508	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	11	0
698	4	+4 황동 강화 양손검	+4 황동 강화 양손검	2	1	36	54	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	468	4680	9360	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	15	0
699	5	+5 황동 강화 양손검	+5 황동 강화 양손검	2	1	40	58	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	515	5148	10296	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	18	0
700	6	+6 황동 강화 양손검	+6 황동 강화 양손검	2	1	52	70	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	567	5664	11328	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	28	0
701	7	+7 황동 강화 양손검	+7 황동 강화 양손검	2	1	60	78	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	624	6231	12462	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	35	0
702	8	+8 황동 강화 양손검	+8 황동 강화 양손검	2	1	74	92	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	686	6855	13710	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	46	0
703	9	+9 황동 강화 양손검	+9 황동 강화 양손검	2	1	88	106	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	755	7542	15084	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	58	0
704	10	+10 황동 강화 양손검	+10 황동 강화 양손검	2	1	106	124	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	830	8298	16596	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	73	0
705	11	+11 황동 강화 양손검	+11 황동 강화 양손검	2	1	125	143	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	913	9129	18258	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	89	0
706	12	+12 황동 강화 양손검	+12 황동 강화 양손검	2	1	147	165	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1005	10044	20088	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	107	0
707	13	+13 황동 강화 양손검	+13 황동 강화 양손검	2	1	171	189	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1105	11049	22098	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	127	0
708	14	+14 황동 강화 양손검	+14 황동 강화 양손검	2	1	196	214	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1216	12156	24312	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	148	0
709	15	+15 황동 강화 양손검	+15 황동 강화 양손검	2	1	224	242	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1338	13374	26748	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	171	0
710	16	+16 황동 강화 양손검	+16 황동 강화 양손검	2	1	256	274	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1472	14712	29424	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	198	0
711	17	+17 황동 강화 양손검	+17 황동 강화 양손검	2	1	292	310	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1619	16185	32370	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	228	0
712	18	+18 황동 강화 양손검	+18 황동 강화 양손검	2	1	332	350	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1781	17805	35610	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	261	0
713	19	+19 황동 강화 양손검	+19 황동 강화 양손검	2	1	378	396	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1959	19587	39174	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	300	0
714	20	+20 황동 강화 양손검	+20 황동 강화 양손검	2	1	430	448	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	2155	21546	43092	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	Ws_0017_1.mod	Ws_0017_2.mod	Ws_0017_3.mod	Ws_0017.tga	Ws_0017.tga	0	343	0
715	0	청동강화양손검	청동강화양손검	2	2	23	41	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	480	4791	9579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	0	0
716	1	+1 청동강화양손검	+1 청동강화양손검	2	2	26	44	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	527	5268	10536	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	2	0
717	2	+2 청동강화양손검	+2 청동강화양손검	2	2	28	46	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	580	5796	11592	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	4	0
718	3	+3 청동강화양손검	+3 청동강화양손검	2	2	38	56	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	638	6378	12756	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	12	0
719	4	+4 청동강화양손검	+4 청동강화양손검	2	2	42	60	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	702	7017	14034	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	16	0
720	5	+5 청동강화양손검	+5 청동강화양손검	2	2	47	65	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	772	7719	15438	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	20	0
721	6	+6 청동강화양손검	+6 청동강화양손검	2	2	60	78	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	850	8493	16986	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	31	0
722	7	+7 청동강화양손검	+7 청동강화양손검	2	2	69	87	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	935	9345	18690	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	38	0
723	8	+8 청동강화양손검	+8 청동강화양손검	2	2	83	101	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1029	10281	20562	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	50	0
724	9	+9 청동강화양손검	+9 청동강화양손검	2	2	101	119	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1131	11310	22620	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	65	0
725	10	+10 청동강화양손검	+10 청동강화양손검	2	2	120	138	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1245	12441	24882	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	81	0
726	11	+11 청동강화양손검	+11 청동강화양손검	2	2	141	159	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1369	13686	27372	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	98	0
727	12	+12 청동강화양손검	+12 청동강화양손검	2	2	165	183	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1506	15057	30114	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	118	0
728	13	+13 청동강화양손검	+13 청동강화양손검	2	2	192	210	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1657	16563	33126	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	141	0
729	14	+14 청동강화양손검	+14 청동강화양손검	2	2	220	238	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1823	18222	36444	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	164	0
730	15	+15 청동강화양손검	+15 청동강화양손검	2	2	251	269	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	2005	20046	40092	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	190	0
731	16	+16 청동강화양손검	+16 청동강화양손검	2	2	287	305	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	2206	22053	44106	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	220	0
732	17	+17 청동강화양손검	+17 청동강화양손검	2	2	327	345	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	2427	24261	48522	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	253	0
733	18	+18 청동강화양손검	+18 청동강화양손검	2	2	372	390	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	2669	26688	53376	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	291	0
734	19	+19 청동강화양손검	+19 청동강화양손검	2	2	423	441	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	2936	29358	58716	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	333	0
735	20	+20 청동강화양손검	+20 청동강화양손검	2	2	482	500	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	3230	32295	64590	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	Ws_0026_1.mod	Ws_0026_2.mod	Ws_0026_3.mod	Ws_0026.tga	Ws_0026.tga	0	382	0
736	0	강철 강화 양손검	강철 강화 양손검	2	2	27	45	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	719	7182	14364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	0	0
737	1	+1 강철 강화 양손검	+1 강철 강화 양손검	2	2	29	47	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	791	7902	15804	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	2	0
738	2	+2 강철 강화 양손검	+2 강철 강화 양손검	2	2	32	50	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	870	8694	17388	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	4	0
739	3	+3 강철 강화 양손검	+3 강철 강화 양손검	2	2	42	60	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	957	9564	19128	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	13	0
740	4	+4 강철 강화 양손검	+4 강철 강화 양손검	2	2	47	65	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1053	10521	21042	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	17	0
741	5	+5 강철 강화 양손검	+5 강철 강화 양손검	2	2	52	70	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1158	11574	23148	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	21	0
742	6	+6 강철 강화 양손검	+6 강철 강화 양손검	2	2	66	84	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1274	12732	25464	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	33	0
743	7	+7 강철 강화 양손검	+7 강철 강화 양손검	2	2	76	94	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1401	14007	28014	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	41	0
744	8	+8 강철 강화 양손검	+8 강철 강화 양손검	2	2	92	110	0	0	0	0	0	2	50	0	1	0	0	0	0	0	0	0	1541	15408	30816	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	Ws_0028_1.mod	Ws_0028_2.mod	Ws_0028_3.mod	Ws_0028.tga	Ws_0028.tga	0	54	0
